Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
ATL,DET,3.1,1.18
CLE,IND,1.32,2.4
MIL,WAS,1.16,3.2
CHO,BRK,1.42,2.15
LAC,MIA,2.5,1.3
CHI,ORL,2.85,1.22
DAL,DEN,3.4,1.13
HOU,UTA,1.09,3.8
PHO,LAL,2.35,1.33
