Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIN,ORL,2.35,1.33
ATL,CLE,1.78,1.65
MIL,DET,,
MEM,DEN,,
POR,SAS,1.96,1.5
OKC,LAC,1.28,2.55
DAL,PHO,3.4,1.13
