Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
HOU,BRK,1.13,3.4
MIA,DET,2.28,1.36
PHI,DAL,1.68,1.75
BOS,SAC,1.16,3.2
UTA,LAC,,
