Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
CLE,OKC,1.48,2.0
BRK,ATL,3.1,1.18
TOR,MIL,1.52,1.94
DEN,GSW,1.35,2.3
DAL,IND,1.6,1.85
CHO,WAS,1.13,3.4
BOS,LAL,1.62,1.82
PHI,MIN,2.95,1.2
NYK,CHI,1.15,3.3
POR,PHO,1.48,2.0
ORL,LAC,2.05,1.46
