Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
OKC,NYK,1.42,2.15
CHO,BOS,2.55,1.28
UTA,PHI,3.2,1.16
POR,MEM,1.22,2.85
ATL,MIL,1.75,1.68
IND,LAC,,
