Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
CHO,CLE,3.1,1.18
IND,BOS,3.4,1.13
DAL,NOP,1.73,1.7
UTA,DEN,,
MEM,OKC,,
ORL,GSW,2.3,1.35
DET,POR,1.3,2.5
