Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
NOP,BRK,2.0,1.48
ATL,WAS,1.16,3.2
GSW,CLE,2.8,1.23
MIL,DET,,
SAC,MIA,2.85,1.22
LAC,MIN,3.4,1.13
HOU,DAL,1.18,3.1
