Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIL,BOS,,
BRK,DET,,
CHI,MIA,2.05,1.46
UTA,TOR,,
SAC,WAS,1.56,1.88
ORL,SAS,2.35,1.33
LAL,NYK,2.2,1.4
LAC,PHO,1.66,1.76
CLE,POR,1.52,1.94
OKC,DEN,1.35,2.3
