Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
ATL,DET,1.93,1.53
LAL,IND,,
CHI,PHI,2.4,1.32
OKC,BOS,1.53,1.93
MIA,CLE,2.0,1.48
SAS,MEM,,
WAS,UTA,2.2,1.4
HOU,MIN,1.65,1.78
DAL,DEN,,
BRK,GSW,,
MIL,POR,,
TOR,LAC,2.1,1.43
