Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIA,CHO,2.07,1.45
OKC,ORL,1.15,3.3
DET,WAS,,
IND,NYK,,
CLE,MIL,1.16,3.2
PHO,MIN,2.05,1.46
PHI,DEN,,
SAS,SAC,,
