Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
CHI,WAS,1.3,2.5
MIN,IND,,
MIL,BRK,1.62,1.82
MIA,TOR,1.78,1.65
CHO,BOS,2.28,1.36
UTA,NOP,3.4,1.13
SAC,GSW,,
OKC,LAL,,
DAL,LAC,,
HOU,PHO,1.75,1.68
