Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
PHO,CHI,1.13,3.4
WAS,BRK,2.0,1.48
MEM,MIL,2.55,1.28
TOR,BOS,3.3,1.15
IND,CLE,,
ORL,NOP,1.32,2.4
CHO,MIN,1.42,2.15
UTA,OKC,,
LAL,DAL,1.63,1.8
LAC,SAC,,
HOU,GSW,1.4,2.2
