Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DET,BOS,1.5,1.96
NYK,CHO,1.22,2.85
MIL,MIA,2.85,1.22
IND,TOR,3.4,1.13
MIN,OKC,3.2,1.16
MEM,NOP,1.5,1.96
HOU,GSW,1.93,1.53
SAS,POR,1.73,1.7
PHO,SAC,1.42,2.15
