Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
SAC,DET,,
DEN,MEM,1.96,1.5
GSW,MIN,2.6,1.26
DAL,MIL,1.78,1.65
TOR,OKC,,
NOP,SAS,,
MIA,PHO,2.0,1.48
BRK,LAC,2.95,1.2
