Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
BRK,PHI,3.1,1.18
MIL,ATL,2.95,1.2
CHO,SAS,2.4,1.32
WAS,BOS,,
ORL,MIA,2.0,1.48
DEN,LAL,1.52,1.94
SAC,LAC,4.1,1.07
