Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
WAS,CHO,2.35,1.33
BRK,PHI,3.2,1.16
CHI,ATL,2.1,1.43
NOP,CLE,3.2,1.16
MIL,IND,1.68,1.75
TOR,MIA,2.28,1.36
DEN,DAL,1.26,2.6
NYK,MIN,2.55,1.28
OKC,SAS,1.35,2.3
LAL,PHO,2.4,1.32
MEM,UTA,1.55,1.9
ORL,POR,1.62,1.82
DET,SAC,1.18,3.1
HOU,LAC,1.25,2.7
