Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DAL,ORL,2.95,1.2
UTA,WAS,1.88,1.56
BRK,MIA,,
GSW,HOU,3.1,1.18
TOR,MIN,2.5,1.3
DET,SAS,2.0,1.48
CHI,PHO,3.5,1.12
LAL,DEN,2.25,1.38
NOP,SAC,1.4,2.2
