Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
PHO,MIA,1.73,1.7
CHI,HOU,,
MIN,MIL,1.96,1.5
DEN,NOP,1.56,1.88
SAS,OKC,2.6,1.26
ATL,LAL,1.5,1.96
POR,GSW,3.4,1.13
