Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
ATL,CHO,2.25,1.38
WAS,CLE,,
MIL,ORL,3.4,1.13
CHI,BOS,,
IND,BRK,2.2,1.4
NYK,PHI,1.86,1.58
DET,TOR,1.63,1.8
LAC,HOU,2.95,1.2
POR,MIN,2.8,1.23
MIA,NOP,1.73,1.7
OKC,PHO,1.28,2.55
SAC,UTA,2.55,1.28
MEM,DEN,,
SAS,GSW,1.3,2.5
