Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
SAS,IND,1.3,2.5
BRK,WAS,1.65,1.78
DEN,CLE,4.0,1.08
ATL,NYK,2.8,1.23
ORL,CHI,1.4,2.2
CHO,MIL,2.4,1.32
POR,NOP,1.72,1.72
SAC,PHO,,
OKC,GSW,1.18,3.1
MEM,LAL,2.07,1.45
