Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DET,IND,1.16,3.2
CLE,TOR,1.6,1.85
NYK,BRK,,
DAL,MIA,2.85,1.22
DEN,MEM,1.22,2.85
POR,MIL,1.82,1.62
CHI,NOP,1.32,2.4
HOU,PHO,1.3,2.5
UTA,GSW,,
MIN,SAC,1.16,3.2
