Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
LAL,WAS,1.2,2.95
TOR,ORL,1.78,1.65
SAC,BOS,3.2,1.16
POR,NYK,2.8,1.23
MEM,NOP,1.93,1.53
CLE,PHO,1.4,2.2
LAC,DEN,1.32,2.4
BRK,UTA,1.93,1.53
DET,GSW,1.78,1.65
