Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIN,MIA,1.58,1.86
PHI,NYK,2.05,1.46
ATL,TOR,1.96,1.5
CHO,CHI,1.82,1.62
POR,SAS,3.1,1.18
HOU,DAL,1.22,2.85
UTA,GSW,3.5,1.12
BOS,LAC,1.8,1.63
