Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
TOR,BOS,2.95,1.2
PHI,ORL,1.56,1.88
NOP,WAS,1.58,1.86
LAC,BRK,1.55,1.9
OKC,MEM,1.43,2.1
ATL,DEN,1.8,1.63
NYK,PHO,1.62,1.82
SAC,GSW,,
HOU,POR,1.3,2.5
MIL,LAL,1.96,1.5
