Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIN,CLE,2.05,1.46
MIA,IND,1.25,2.7
LAC,DET,2.55,1.28
SAS,BOS,1.73,1.7
DAL,CHI,1.94,1.52
CHO,UTA,1.42,2.15
