Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIL,CHO,1.52,1.94
PHO,WAS,1.13,3.4
GSW,BRK,1.48,2.0
DEN,MIA,1.58,1.86
ORL,TOR,1.66,1.76
MIN,CHI,1.35,2.3
IND,HOU,,
NYK,NOP,1.2,2.95
ATL,OKC,,
CLE,SAS,2.05,1.46
DAL,POR,1.85,1.6
