Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
UTA,CLE,,
BOS,IND,1.32,2.4
PHI,TOR,1.53,1.93
BRK,DAL,2.07,1.45
LAL,SAC,1.16,3.2
CHO,LAC,2.2,1.4
