Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
HOU,CHO,1.42,2.15
BRK,CLE,,
ATL,PHI,1.75,1.68
IND,WAS,1.6,1.85
DET,NYK,2.05,1.46
TOR,CHI,1.32,2.4
PHO,SAS,2.85,1.22
BOS,GSW,1.3,2.5
ORL,SAC,1.2,2.95
DEN,LAC,1.4,2.2
