Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
ORL,PHO,1.82,1.62
PHI,NOP,1.45,2.07
MEM,MIA,3.3,1.15
DET,CHI,1.13,3.4
SAC,SAS,,
HOU,NYK,2.0,1.48
