Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MEM,ORL,2.28,1.36
PHO,DET,2.6,1.26
BOS,MIA,1.62,1.82
OKC,HOU,1.43,2.1
MIL,SAS,2.7,1.25
UTA,DAL,1.68,1.75
NYK,GSW,2.7,1.25
ATL,POR,1.43,2.1
CHO,LAL,2.1,1.43
