Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
LAC,CHO,1.65,1.78
NYK,ORL,1.82,1.62
ATL,NOP,1.15,3.3
WAS,CHI,3.4,1.13
DET,MIL,1.2,2.95
MEM,DAL,1.72,1.72
SAC,DEN,3.8,1.09
