Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DET,CHO,1.5,1.96
CHI,BRK,1.46,2.05
UTA,MIA,2.85,1.22
MIL,ORL,3.3,1.15
ATL,MIN,2.5,1.3
SAC,NOP,2.8,1.23
CLE,DEN,1.7,1.73
MEM,GSW,2.6,1.26
OKC,LAL,1.32,2.4
PHI,POR,1.43,2.1
