Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
LAC,MIL,,
MIA,IND,1.16,3.2
SAC,BRK,1.66,1.76
BOS,CHO,1.7,1.73
ORL,TOR,1.88,1.56
WAS,POR,,
HOU,NOP,1.32,2.4
NYK,OKC,2.95,1.2
GSW,DEN,,
