Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
BOS,MIN,2.6,1.26
TOR,CHO,1.2,2.95
CHI,IND,1.43,2.1
DET,MIA,2.05,1.46
BRK,MIL,3.5,1.12
NOP,GSW,2.85,1.22
DEN,PHO,1.43,2.1
DAL,LAC,2.6,1.26
