Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
ORL,BOS,1.13,3.4
CHO,NYK,1.12,3.5
WAS,CLE,,
MIL,PHI,,
ATL,MIA,3.3,1.15
DET,IND,1.08,4.0
BRK,TOR,,
CHI,DAL,2.6,1.26
NOP,MIN,2.25,1.38
MEM,HOU,4.2,1.06
PHO,OKC,2.85,1.22
UTA,LAL,,
DEN,SAS,3.3,1.15
SAC,POR,,
GSW,LAC,2.2,1.4
