Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
SAS,CHO,1.43,2.1
ATL,IND,1.63,1.8
NOP,PHI,3.2,1.16
CHI,MIA,2.3,1.35
MIN,MEM,1.25,2.7
DAL,HOU,3.5,1.12
