Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
PHI,WAS,,
ATL,ORL,1.43,2.1
BOS,MIA,1.36,2.28
NYK,MEM,,
SAC,TOR,,
IND,CHI,2.2,1.4
MIL,HOU,,
DEN,UTA,,
SAS,GSW,,
