Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
CLE,ORL,1.48,2.0
TOR,NOP,1.62,1.82
NYK,UTA,,
HOU,DEN,2.4,1.32
CHO,SAC,,
MIN,LAC,1.82,1.62
