Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
LAL,BOS,2.55,1.28
MIA,ORL,2.3,1.35
DEN,ATL,1.3,2.5
SAS,CLE,2.25,1.38
POR,DET,2.8,1.23
UTA,NYK,,
CHO,TOR,2.8,1.23
IND,CHI,2.2,1.4
PHO,HOU,3.5,1.12
LAC,MEM,1.62,1.82
PHI,MIL,1.65,1.78
DAL,OKC,,
