Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIA,ATL,2.1,1.43
CHO,ORL,2.55,1.28
TOR,WAS,1.2,2.95
BOS,IND,1.2,2.95
PHI,CHI,1.73,1.7
MIL,MEM,2.3,1.35
PHO,NOP,1.45,2.07
DET,UTA,1.15,3.3
LAC,POR,1.58,1.86
