Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
GSW,TOR,1.42,2.15
PHI,OKC,,
MEM,WAS,1.26,2.6
BOS,POR,1.3,2.5
DET,LAC,1.53,1.93
SAC,LAL,,
