Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
CLE,NYK,2.3,1.35
SAS,OKC,3.1,1.18
DAL,GSW,2.85,1.22
HOU,LAL,1.58,1.86
MIN,DEN,1.82,1.62
