Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
POR,CLE,3.4,1.13
DEN,IND,1.23,2.8
SAS,ORL,2.8,1.23
LAC,ATL,2.05,1.46
CHO,NYK,3.2,1.16
BRK,CHI,2.95,1.2
SAC,HOU,,
DET,MIL,1.4,2.2
MIA,DAL,1.43,2.1
