Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
PHO,ORL,1.85,1.6
CHO,BRK,,
DAL,MIL,1.66,1.76
TOR,DET,1.88,1.56
NYK,HOU,1.7,1.73
CLE,LAL,1.86,1.58
POR,LAC,2.5,1.3
