Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
ORL,MEM,1.45,2.07
BRK,CHI,2.5,1.3
NOP,HOU,,
CHO,DEN,1.85,1.6
POR,SAC,1.85,1.6
TOR,LAL,1.75,1.68
