Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
OKC,WAS,1.01,5.5
MEM,CHO,,
LAL,ORL,1.53,1.93
CLE,NOP,1.4,2.2
GSW,ATL,3.3,1.15
MIA,HOU,1.85,1.6
IND,SAS,,
LAC,DAL,1.26,2.6
PHI,UTA,1.3,2.5
MIL,PHO,,
