Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIA,PHI,1.75,1.68
CHO,ATL,2.7,1.25
ORL,BOS,2.1,1.43
LAC,CLE,3.2,1.16
BRK,TOR,,
POR,OKC,,
SAS,PHO,1.94,1.52
LAL,UTA,1.16,3.2
