Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DAL,SAC,1.56,1.88
DEN,ORL,1.38,2.25
PHO,NOP,1.46,2.05
NYK,ATL,1.33,2.35
IND,MIA,2.95,1.2
MIL,CHI,2.5,1.3
CLE,HOU,2.25,1.38
BRK,MIN,3.1,1.18
UTA,SAS,,
