Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIN,OKC,3.1,1.18
DAL,CLE,,
DET,TOR,1.48,2.0
IND,MIL,2.7,1.25
POR,PHI,1.22,2.85
GSW,NYK,3.8,1.09
UTA,SAC,1.86,1.58
