Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
LAC,IND,1.18,3.1
ATL,BOS,2.25,1.38
MIA,CLE,2.25,1.38
HOU,MEM,,
CHI,OKC,,
NOP,TOR,2.85,1.22
UTA,DEN,,
WAS,GSW,,
DAL,POR,3.4,1.13
BRK,LAL,,
