Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
NYK,DET,1.52,1.94
CHI,BOS,3.5,1.12
ATL,TOR,2.0,1.48
PHO,HOU,2.85,1.22
CHO,OKC,,
DEN,PHI,3.3,1.15
GSW,LAC,1.75,1.68
UTA,POR,2.4,1.32
