Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
LAL,CLE,1.96,1.5
CHI,IND,1.62,1.82
ATL,BOS,2.55,1.28
ORL,MIA,1.94,1.52
NYK,TOR,1.85,1.6
CHO,MEM,1.58,1.86
MIN,DAL,1.28,2.55
GSW,UTA,1.16,3.2
SAS,HOU,1.93,1.53
