Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
HOU,DEN,1.72,1.72
DAL,PHI,1.86,1.58
BOS,TOR,1.63,1.8
IND,NOP,1.96,1.5
CHO,DET,3.2,1.16
WAS,MEM,3.5,1.12
PHO,GSW,2.4,1.32
ORL,UTA,1.25,2.7
POR,SAC,1.42,2.15
LAL,LAC,1.58,1.86
