Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
POR,CHO,2.8,1.23
HOU,MIA,1.48,2.0
TOR,WAS,,
LAL,GSW,1.43,2.1
NOP,UTA,1.3,2.5
