Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
NOP,ORL,2.5,1.3
BRK,MEM,2.6,1.26
PHI,TOR,1.43,2.1
NYK,POR,1.42,2.15
SAS,MIN,1.9,1.55
MIA,OKC,,
MIL,DEN,1.58,1.86
WAS,PHO,,
ATL,GSW,2.4,1.32
HOU,SAC,,
