Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
GSW,CHO,1.3,2.5
MIN,ATL,1.42,2.15
ORL,IND,1.45,2.07
PHO,CLE,2.4,1.32
NOP,CHI,1.66,1.76
NYK,SAS,1.78,1.65
DEN,TOR,2.55,1.28
WAS,MIL,,
POR,OKC,,
