Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
NOP,IND,2.0,1.48
CLE,PHI,1.85,1.6
CHI,BRK,1.82,1.62
LAC,TOR,1.6,1.85
MIN,HOU,2.07,1.45
WAS,SAC,2.6,1.26
