Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
ORL,ATL,1.9,1.55
GSW,WAS,1.23,2.8
POR,BRK,1.15,3.3
PHO,BOS,3.2,1.16
MEM,CHI,2.5,1.3
DAL,NOP,2.95,1.2
LAL,HOU,1.9,1.55
SAS,LAC,1.18,3.1
