Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MEM,PHI,2.0,1.48
DET,BRK,,
WAS,MIA,,
DAL,ATL,3.1,1.18
TOR,HOU,2.25,1.38
PHO,MIL,1.63,1.8
BOS,SAS,1.96,1.5
CHI,GSW,2.5,1.3
CHO,POR,1.5,1.96
IND,SAC,2.05,1.46
MIN,LAL,1.58,1.86
