Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
LAL,DET,1.6,1.85
IND,ORL,,
OKC,PHI,,
SAS,MIA,1.48,2.0
MEM,ATL,,
HOU,CHI,1.18,3.1
TOR,UTA,1.12,3.5
GSW,DAL,1.58,1.86
BRK,POR,,
MIL,LAC,,
