Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
MIN,DET,1.96,1.5
PHO,CHO,2.3,1.35
LAL,OKC,3.1,1.18
NOP,POR,2.55,1.28
CLE,GSW,1.15,3.3
SAS,LAC,1.45,2.07
