Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
GSW,BOS,,
OKC,BRK,,
POR,IND,1.15,3.3
TOR,CHI,1.23,2.8
UTA,MIN,,
LAC,NOP,1.82,1.62
DEN,MEM,,
ATL,DAL,1.22,2.85
LAL,HOU,1.88,1.56
