Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
DAL,CHO,3.4,1.13
DET,CLE,1.6,1.85
WAS,ORL,,
BRK,MIA,,
NYK,TOR,1.56,1.88
SAS,PHI,1.22,2.85
OKC,CHI,1.16,3.2
MEM,MIN,,
NOP,LAL,2.95,1.2
PHO,SAC,1.15,3.3
