Away_Abbr,Home_Abbr,Odds_Away,Odds_Home
PHO,PHI,1.76,1.66
LAC,CHI,2.0,1.48
SAS,HOU,2.05,1.46
MIN,UTA,1.15,3.3
LAL,DEN,1.58,1.86
TOR,GSW,1.96,1.5
MIA,SAC,1.56,1.88
